geneid	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
HIS92_RS03170	1.85482195433742	-0.915508697935849	2.91054380176892	0.1368724511834	0.997762389672253	0.999991084536226
HIS92_RS03175	5.07739789343497	0.214341124361508	1.38448504183404	0.769583105174348	0.94247872974746	0.999991084536226
HIS92_RS03185	2.66034652479577	-0.387058477064897	1.73967471589135	3.9646883629666	0.410805853451132	0.999991084536226
HIS92_RS03205	54.1461075641525	-0.0117123977547191	0.638970219632812	1.10215702549968	0.893929819017035	0.999991084536226
HIS92_RS03210	33.8191536718424	-0.408438797453191	0.880694412118551	1.19097948256703	0.879581542624984	0.999991084536226
HIS92_RS03215	4.26771555634796	0.892944934731532	1.52117504178122	1.25290602357744	0.869313521603284	0.999991084536226
HIS92_RS03225	4.89151896352643	-0.800808701152863	1.70975030266751	3.14368909613519	0.53407383402417	0.999991084536226
HIS92_RS03240	5.38583384432738	-0.372967346450069	1.3635635157884	1.04742232982493	0.902521966060875	0.999991084536226
HIS92_RS03250	2.32088602356411	-1.26735196164666	2.02046340758909	4.85746813815047	0.30223725662073	0.999991084536226
HIS92_RS03265	1656.8704219531	-0.47910595549399	1.22731492231886	0.380986680889407	0.984003773154982	0.999991084536226
HIS92_RS03270	4.40037538843859	0.0734859406232983	2.0839401469634	1.07050902735301	0.898922604002351	0.999991084536226
HIS92_RS03280	17.2826753805186	-0.27120670421574	0.971225445902545	2.44507918197657	0.654496468726229	0.999991084536226
HIS92_RS03285	13.0784057187116	-0.425931973662548	0.850468401745508	2.76147604934842	0.598500756100419	0.999991084536226
HIS92_RS03290	72.8160901823392	-0.421118527739755	0.890655986942449	0.63822379979095	0.95872289983818	0.999991084536226
HIS92_RS03300	30.341364731175	-0.189595049668002	0.727109156481529	0.370810113277969	0.984796241617815	0.999991084536226
HIS92_RS03305	335.696328156754	-0.195681365039044	0.549154725872665	0.654592006744792	0.956808309808634	0.999991084536226
HIS92_RS03310	66.0911330341127	-0.14708418232777	0.510947516667147	1.17258090637185	0.882592031115172	0.999991084536226
HIS92_RS03315	616.68108276472	-0.82197350566013	0.780118745853316	2.13619892287568	0.710725208033603	0.999991084536226
HIS92_RS03320	200.632469222954	-0.474275088336774	0.723803095611363	0.499240231800627	0.973574900189038	0.999991084536226
HIS92_RS03325	16.9892114012466	-0.107124725797901	0.754197564962036	2.4382213341771	0.65573131687221	0.999991084536226
HIS92_RS03330	4.34991100363459	1.05878284742671	1.83239662970848	2.88419521900889	0.577388306769842	0.999991084536226
HIS92_RS03335	37.8574782892997	-0.197451437892534	0.799986160770936	1.44322494633977	0.836648593537378	0.999991084536226
HIS92_RS03340	5.49555213809036	0.369049539147105	2.14242894712506	0.0433744584315292	0.999768204645924	0.999991084536226
HIS92_RS03345	55.0837576452422	-0.558760652750276	0.795635237794269	1.16639118953464	0.883600481990386	0.999991084536226
HIS92_RS03350	15.8545791296449	0.761030073322178	1.06204743747783	1.01061515744027	0.908182136027591	0.999991084536226
HIS92_RS03355	13.2883959143651	0.525380060313869	0.934681910796297	3.34741352908027	0.501455227065096	0.999991084536226
HIS92_RS03365	6.41547633756208	0.025533496315169	1.57573334468594	0.539873329462893	0.969505010878276	0.999991084536226
HIS92_RS03370	28.856339182354	-0.798242290001429	0.924922771456294	1.30278598166612	0.860902671461798	0.999991084536226
HIS92_RS03375	367.298479501675	-0.0831387486021506	0.316318017671008	0.30868584457258	0.989246597051654	0.999991084536226
HIS92_RS03380	5.89795177519004	-0.211225237410629	1.52340226805132	0.698812352125671	0.951475301549358	0.999991084536226
HIS92_RS03385	243.51774307511	0.0553175167725425	0.394896836363014	0.658579269938031	0.956336974293134	0.999991084536226
HIS92_RS03390	51.6156780268447	-0.350316651401229	0.611253332815829	2.59157837137656	0.628315701442544	0.999991084536226
HIS92_RS03395	7.65319052963331	-1.82632694197023	1.19273127493705	7.8291973275505	0.098039132489604	0.999991084536226
HIS92_RS03400	125.861383111972	-0.771096184547404	0.666603281152998	2.20519989879122	0.698077396378176	0.999991084536226
HIS92_RS03405	34016.5362852786	-0.492301567494782	0.913605655845488	1.72779012089364	0.785663540428498	0.999991084536226
HIS92_RS03410	95.2137461680914	-0.1417761186206	1.5679113456266	0.309674484887836	0.989181125553808	0.999991084536226
HIS92_RS03415	25.5725032738006	-0.167794673313088	1.59518527236838	0.188604212390459	0.995823454070393	0.999991084536226
HIS92_RS03420	311.376976724049	-0.509379281383956	0.729864167311905	1.07184196063281	0.89871367139533	0.999991084536226
HIS92_RS03425	3.89749366431352	-0.753027706264583	1.46666516682044	0.721033595575051	0.948709943126183	0.999991084536226
HIS92_RS03430	4.46600448015252	-0.370840687299194	1.65785131457775	0.164310983354525	0.996804502576688	0.999991084536226
HIS92_RS03435	11.4820015786667	-1.47836557115844	1.17262564450477	3.25400526550933	0.516252588920591	0.999991084536226
HIS92_RS03440	85.9176890368033	0.61182621740584	0.561822685185291	1.62618667350552	0.804078060479362	0.999991084536226
HIS92_RS03445	67.6132438583519	0.399513819251077	0.852589543140668	3.80858432960122	0.432530486885873	0.999991084536226
HIS92_RS03450	7.99375405171443	-0.855887873255097	1.14619698263503	1.75065980413696	0.781495950877184	0.999991084536226
HIS92_RS03455	7.9229873530383	-1.50953611061711	1.5695883344907	4.02987220969625	0.401978181257319	0.999991084536226
HIS92_RS03460	423.860970530657	-0.387411243141219	0.553101584341011	2.49305646189251	0.64587957120487	0.999991084536226
HIS92_RS03465	26.2153181901195	-0.799428451138419	1.01314023979029	2.05208819195042	0.726178864008507	0.999991084536226
HIS92_RS03470	433.940651942423	0.20126118174614	0.462344174743513	0.299412901098577	0.989852040413627	0.999991084536226
HIS92_RS03475	44.9440431774072	0.462641724184808	0.752667001200997	0.742469383535706	0.945990149354403	0.999991084536226
HIS92_RS03480	16.4496441448473	-0.899999048601122	0.917858118072189	2.73722676079113	0.602716303532995	0.999991084536226
HIS92_RS03485	10.620686824587	-0.360579516461897	1.2221473622307	3.31128167842348	0.507146763489734	0.999991084536226
HIS92_RS03495	4.38842513657941	0.71921309620677	1.6342460050728	1.76130638197722	0.779553442799782	0.999991084536226
HIS92_RS03500	39.9009222033521	0.0950026616597617	0.676478760435402	2.29085697202729	0.682434181999714	0.999991084536226
HIS92_RS03505	176.78113817882	0.197731049521544	0.447264785996616	1.18478113926247	0.880597891885957	0.999991084536226
HIS92_RS03510	5.98308085607822	0.693719967299585	1.25354893254427	0.452027908191937	0.977999876877707	0.999991084536226
HIS92_RS03515	13.8665894578741	-0.112505939631468	0.851820855588173	2.08986000754558	0.719235495536917	0.999991084536226
HIS92_RS03520	6.67944271937194	1.60084821883228	1.19312966464673	3.82454064073146	0.430272149559037	0.999991084536226
HIS92_RS03525	15.8172019514392	0.027387600370883	1.06171856160853	1.80787746809803	0.771040809898761	0.999991084536226
HIS92_RS03555	39.5117648789157	0.168384378685826	0.608718309013354	2.03535721669911	0.729255621568901	0.999991084536226
HIS92_RS03560	29.2539699025662	0.81977907182213	0.664903107072715	6.17894444511452	0.186177212817864	0.999991084536226
HIS92_RS03565	11.9323397603587	0.701745927802347	1.3143113084976	2.7905608315201	0.5934631786254	0.999991084536226
HIS92_RS03575	71.838130774058	-0.171786603065871	0.467642853466559	3.27837897949365	0.512365197833206	0.999991084536226
HIS92_RS03600	11.7799956969117	-0.422238038938226	1.04527133883512	2.7574664392349	0.599196831725872	0.999991084536226
HIS92_RS03605	3.89275705081313	0.209623795518116	1.87459508380539	0.683668466090239	0.953327555569437	0.999991084536226
HIS92_RS03630	11.9414489849068	-0.456276269535363	1.03817624663456	0.517407386499357	0.971784393259822	0.999991084536226
HIS92_RS03635	4.9625689812256	-0.222266668507545	1.38931727311653	1.33464592576551	0.855470525754657	0.999991084536226
HIS92_RS03645	53.0427740024	-0.758414278656806	0.615387098180507	3.8245435326796	0.430271741031635	0.999991084536226
HIS92_RS03650	4.63318892216197	-0.767172566526049	1.53810429979947	5.65037763548119	0.226823978464422	0.999991084536226
HIS92_RS03655	8.05572803105009	-0.481695571430984	1.19355387933582	0.956595467758078	0.91630455322702	0.999991084536226
HIS92_RS03660	6.56646558256159	-0.374257462959049	1.32757973233158	4.94102539560116	0.293402361892653	0.999991084536226
HIS92_RS03670	17.9608467664218	-1.82097911102667	0.876192322191486	10.7567599825872	0.0294380905564843	0.999991084536226
HIS92_RS03675	24.5103841543972	-1.08800729790542	0.833109231826609	5.79849068842123	0.214711006408295	0.999991084536226
HIS92_RS03680	19.5426015172213	-0.844937971212462	0.76061303235712	5.60133490160078	0.230964616724777	0.999991084536226
HIS92_RS03685	46.8636130726571	0.0406017609493647	0.506249780741695	0.532833517926832	0.970226920756707	0.999991084536226
HIS92_RS03690	2.95179258798771	-2.25741959154995	2.32524925140777	1.08780399583416	0.896202379816983	0.999991084536226
HIS92_RS03695	398.007832552294	0.486753884624131	0.393483237228604	3.78916821552536	0.43529005984748	0.999991084536226
HIS92_RS03710	238.86285802214	-0.175240876713334	0.367737475009757	1.23845696197054	0.871727249311955	0.999991084536226
HIS92_RS03715	541.783446949232	-0.179182948103005	0.331615120036355	0.847994556236955	0.93190036309287	0.999991084536226
HIS92_RS03720	269.364502249703	-0.520497276330219	0.339628439019998	2.88846461678315	0.576660704594086	0.999991084536226
HIS92_RS03725	14.4609422302441	-0.663107213179645	1.18923221277452	1.73043771625163	0.785181434060523	0.999991084536226
HIS92_RS03730	32.6519065482516	-0.129771493014331	0.881724566205295	0.191009756090551	0.995719641759176	0.999991084536226
HIS92_RS03735	1604.42254350987	-0.281839078593515	0.477999698417157	1.16159976173412	0.884379589858466	0.999991084536226
HIS92_RS03740	241.660651541629	0.100457241661106	0.428860278083485	3.33671338187975	0.503136446849411	0.999991084536226
HIS92_RS03745	172.600084008677	-0.228663824352166	0.363162640671236	0.771670218224244	0.94220520887274	0.999991084536226
HIS92_RS03765	176.758696766173	-0.44675354811378	0.597425724687088	2.1879219459604	0.701241110937304	0.999991084536226
HIS92_RS03770	3.01877091328455	0.460649775696161	1.96555525850125	1.04915236717864	0.902253528620071	0.999991084536226
HIS92_RS03780	2.83011654440075	-0.190841907164585	2.06805643392606	0.500653630200944	0.973437316689802	0.999991084536226
HIS92_RS03785	1573.93595679219	-0.145953519302705	1.23228591994734	0.162933288029024	0.996856430978175	0.999991084536226
HIS92_RS03795	5.30132768238891	0.541208380198731	1.31184552184746	4.64650267532961	0.325527701863857	0.999991084536226
HIS92_RS03815	10.2610946739497	0.0494792734530273	0.972807393837953	2.04041946495451	0.728324638269289	0.999991084536226
HIS92_RS03820	4.1584390125819	1.1851802966952	1.55737844838532	3.81562685529211	0.431532683099306	0.999991084536226
HIS92_RS03825	24.1640677099659	0.551973718705554	0.733795436224179	4.55107097145245	0.33653466363555	0.999991084536226
HIS92_RS03830	2.79063294212955	0.62647792119695	2.04215906035426	1.28396336063652	0.864090451620637	0.999991084536226
HIS92_RS03840	3.06939772510987	3.07979552325659	2.25244089621581	4.93720516559074	0.293801536990197	0.999991084536226
HIS92_RS03850	4.58266105647781	0.107490754162705	2.07816658536772	0.208256032410944	0.994940723106853	0.999991084536226
HIS92_RS03860	36.1376649678439	-0.820584292626629	0.54184507122837	9.6500831709767	0.0467530657937145	0.999991084536226
HIS92_RS03865	4.44892724189864	-2.53509040994931	1.87985508682642	6.32609608919842	0.176082871213952	0.999991084536226
HIS92_RS03870	1.87585114718628	-0.944942599250305	3.09218654896842	0.58292554293773	0.964942018273812	0.999991084536226
HIS92_RS03875	6.8079142655949	-1.32108211307598	1.40914760733456	1.8091929123195	0.77080002958636	0.999991084536226
HIS92_RS03880	61.9402881937655	-1.03196239551928	0.714269070839183	2.83826274808811	0.585246101052413	0.999991084536226
HIS92_RS03885	11.6221088995877	0.225880084917317	0.932675114655871	1.27230158608617	0.866057143246654	0.999991084536226
HIS92_RS03890	19.9862143866819	0.47841322177498	0.850485955055278	0.567742716105485	0.966579869154797	0.999991084536226
HIS92_RS03895	330.155531071654	-0.247453635447612	0.463070061317054	1.35111428120413	0.85264550044733	0.999991084536226
HIS92_RS03900	4.01238645534345	-0.8438972858374	1.66335934595567	1.05591442554993	0.901202294359638	0.999991084536226
HIS92_RS03905	135.967342164786	-0.359529133891205	0.533522405577802	0.780621239721086	0.941027015781922	0.999991084536226
HIS92_RS03910	11.2710358607789	-0.183084360895597	1.0379460814932	2.52538346632547	0.640096331349154	0.999991084536226
HIS92_RS03915	12.7889225605739	1.12806717763066	0.90075576199678	5.30653592823663	0.257265702969865	0.999991084536226
HIS92_RS03920	47.3481130273872	-0.791268954112068	0.688155889855696	3.55720040033526	0.469234364437338	0.999991084536226
HIS92_RS03925	32.3304728380657	-0.358929485996982	0.676973144030856	1.23817033581417	0.87177502314585	0.999991084536226
HIS92_RS03935	121.637086422565	0.10135419926377	0.547429764553123	0.0722814075127758	0.999362448617932	0.999991084536226
HIS92_RS03940	185.18685796389	0.0525443326662943	0.405155787137347	2.38414091596306	0.665495138523204	0.999991084536226
HIS92_RS03945	14.3000610992798	-1.03259155025639	0.947050437774122	2.05487230205566	0.725666935469016	0.999991084536226
HIS92_RS03950	15.7311670791518	0.153730862191506	0.776066943149131	2.35078615516531	0.671538651962972	0.999991084536226
HIS92_RS03955	13.7440057543241	-1.07957865149001	0.91633023078309	1.98114965144225	0.739226158610881	0.999991084536226
HIS92_RS03960	10.5424923601384	-1.21993776000319	1.14534208710823	1.69914323129181	0.790873251405103	0.999991084536226
HIS92_RS03965	296.550858290737	-0.586275224531277	0.710709912521534	2.36413713848231	0.669117728587663	0.999991084536226
HIS92_RS03970	5.17572796635854	0.676570842848683	1.59814485907374	0.71876547410362	0.948994752256548	0.999991084536226
HIS92_RS03980	4.24146396865	-0.457248598654191	1.81839410006741	3.43704600326521	0.487514969223626	0.999991084536226
HIS92_RS03985	53.2717573465452	1.09598778986705	0.674930526981633	8.92458282743772	0.0630124445752129	0.999991084536226
HIS92_RS03990	3.44660849765428	1.46276165628864	1.72893093096868	2.52778822241626	0.639666889919189	0.999991084536226
HIS92_RS03995	986.285483337408	-0.210571005085735	0.674636352268345	0.908407221095729	0.923351580420564	0.999991084536226
HIS92_RS04000	516.316460629743	-0.0215916270888041	0.779150324293453	0.170663610500696	0.996559877110483	0.999991084536226
HIS92_RS04005	114.995586338698	-0.985427999739885	0.532248062984791	5.49855242923351	0.239856751473261	0.999991084536226
HIS92_RS04010	69.9300117067386	0.430887711431013	0.715873134894977	1.72625903562002	0.78594229324884	0.999991084536226
HIS92_RS04015	429.125217242116	1.12787658157762	0.557305107871297	9.05353795418566	0.0597751292069372	0.999991084536226
HIS92_RS04020	644.100546996015	1.23886897568898	0.636660036637858	5.23320141121533	0.26419543845662	0.999991084536226
HIS92_RS04030	12.6648149509911	0.743176104899212	1.12183183813114	1.7435460048753	0.78279307408541	0.999991084536226
HIS92_RS04040	149.494954852797	0.925065553298477	0.594357700770719	6.19457626517396	0.185080796983631	0.999991084536226
HIS92_RS04045	79.3242859271676	0.159922481783043	0.606396442616704	1.30502170935924	0.86052294985332	0.999991084536226
HIS92_RS04050	265.900879139141	-0.162347968463371	0.885214352722121	0.247905146236292	0.992924135379846	0.999991084536226
HIS92_RS04055	11.8512504020929	0.325055391262944	1.48941645079668	0.290365178668736	0.99042761142733	0.999991084536226
HIS92_RS04060	3.04636729329104	-0.552796286325541	1.57336388291789	0.733952574545697	0.947076813877416	0.999991084536226
HIS92_RS04065	61.7749119853626	1.42988478860428	0.716132230079827	5.64870635459292	0.226964008191913	0.999991084536226
HIS92_RS04075	15.8691944387761	-0.0222910784248527	0.93318290955854	0.110527122151538	0.998528079915647	0.999991084536226
HIS92_RS04080	64.82124545232	-0.154893296520282	0.631695556146951	0.726453837394757	0.948027000964737	0.999991084536226
HIS92_RS04085	6.62708899896516	1.49383991145511	1.34116223100191	2.63221183458435	0.621127672885204	0.999991084536226
HIS92_RS04090	236.10542468354	0.592600464528178	0.471101410630655	2.70907871815291	0.607626890709919	0.999991084536226
HIS92_RS04095	122.795061947845	0.352067593121444	0.545989807796604	0.966828144094904	0.914783516741086	0.999991084536226
HIS92_RS04100	867.592821143163	-0.434931823429373	0.78997490994946	1.413584275765	0.841830600604613	0.999991084536226
HIS92_RS04105	1204.77380254948	0.0582173425367746	0.414238591629691	0.36292695596461	0.985398084866058	0.999991084536226
HIS92_RS04110	17199.7879413536	-0.0144653085226322	0.485512476967248	0.442328046084128	0.9788669967323	0.999991084536226
HIS92_RS04115	18.57970503559	0.397824578894611	0.783842947474214	3.62728227966009	0.458790446848407	0.999991084536226
HIS92_RS04120	6.32646156282169	1.09278269893672	1.31565942148156	1.31848242247803	0.858232004065997	0.999991084536226
HIS92_RS04125	8.37201521181476	0.247141329705307	1.09849437022609	1.36666775128381	0.849967131678214	0.999991084536226
HIS92_RS04130	4.65211131341047	0.287395896730537	1.46160982538789	2.25542763296953	0.688895465398968	0.999991084536226
HIS92_RS04135	9.55768715729475	0.38433154363081	1.19613535855945	1.44676975199654	0.836026834364677	0.999991084536226
HIS92_RS04140	204.516721376059	0.430363658505972	0.785022274817011	2.18910496036202	0.70102441558455	0.999991084536226
HIS92_RS04150	3230.33886277113	1.2098579649782	0.64381735280976	9.44340558175651	0.0509232165254215	0.999991084536226
HIS92_RS04155	62.3329467599194	-0.742742974657359	0.579101484188495	4.83953451272299	0.304162019307852	0.999991084536226
HIS92_RS04160	40.0732024809333	-0.804347698067345	0.634054850258028	2.93221928638147	0.569231668487086	0.999991084536226
HIS92_RS04165	9.54079713315687	-0.824502392805034	0.990826014799225	1.07807669857318	0.897734800727865	0.999991084536226
HIS92_RS04185	4.04251469211416	-0.177246005300894	1.47966739916946	2.57965861311027	0.630430707562848	0.999991084536226
HIS92_RS04195	4.24232880927603	-0.61769829331629	1.54539180996632	2.75999281851423	0.598758202911217	0.999991084536226
HIS92_RS04205	4.22508689246071	-0.398855377253941	1.7560055914333	7.05698328014954	0.132907387578068	0.999991084536226
HIS92_RS04210	2.77416107940136	-0.934564147493817	1.79256663914476	1.95682848553083	0.7436992152779	0.999991084536226
HIS92_RS04215	113.403456880576	0.64211985137578	0.418199817541768	6.13839785873859	0.189048294040797	0.999991084536226
HIS92_RS04220	15533.2973521985	0.00800882795536312	0.476947994957833	0.189969637615718	0.995764674657575	0.999991084536226
HIS92_RS04225	4039.9832673787	-0.12514774654434	0.438327553123888	0.112855555350393	0.998466594945274	0.999991084536226
HIS92_RS04230	415.242539766795	-7.44941842107929e-05	0.589876614820507	1.29559325895343	0.862122756048927	0.999991084536226
HIS92_RS04235	321.562703726393	-0.0624858393297514	0.468167235102427	0.702508553684567	0.951019205316921	0.999991084536226
HIS92_RS04240	63.2249839654093	0.0824781794151744	0.532500902708214	0.238739851553589	0.993417793213576	0.999991084536226
HIS92_RS04250	8.4621800468577	-1.08524139283079	1.33127343698747	2.26838823489148	0.68653024044001	0.999991084536226
HIS92_RS04255	14.5819942816734	-0.00524763892732772	1.18528392614034	0.295284076168372	0.990116563053513	0.999991084536226
HIS92_RS04260	45.0424341420456	-0.477517133160711	1.16138564687357	0.856601206956668	0.930702822550833	0.999991084536226
HIS92_RS04265	657.425377770252	-0.54873463398709	0.821854280734542	2.03926086472296	0.728537709144058	0.999991084536226
HIS92_RS04270	805.04786539042	-0.167555491725179	0.471370361972185	0.663835871652282	0.955712660589603	0.999991084536226
HIS92_RS04280	28.9299186462232	1.55594150877555	1.2796881666034	1.73220295285043	0.784859942994025	0.999991084536226
HIS92_RS04285	767.489861096183	-0.00543312311135518	1.27252611434926	0.0786472211051432	0.999246800344183	0.999991084536226
HIS92_RS04290	380.125666280398	0.0892670098141	1.1946107533668	0.0218683083441533	0.999940656101691	0.999991084536226
HIS92_RS04295	719.847995175781	-0.488921209810723	1.19833910377013	0.74036316739938	0.946259618144823	0.999991084536226
HIS92_RS04300	229.856325783524	0.706088613329298	0.447062267299856	7.30145912796289	0.120789555150073	0.999991084536226
HIS92_RS04305	1004.79728355846	-0.0517239582234683	0.762175685020491	0.255201537568041	0.992519512426432	0.999991084536226
HIS92_RS04310	996.867395917674	-0.133147044254242	0.782742526668184	1.9255978329486	0.749441180175109	0.999991084536226
HIS92_RS26255	6.25946826700155	1.27498143017704	1.76113607196857	2.13036024923223	0.711796890377409	0.999991084536226
HIS92_RS04330	4.53881060337448	-0.761698641815999	1.89667263446137	1.44762261984231	0.835877178240187	0.999991084536226
HIS92_RS04335	60.4477945442804	0.0481827685169991	0.565217561860813	0.99136008654844	0.91110324065108	0.999991084536226
HIS92_RS04340	872.920868968907	0.108405919153548	0.795046845649196	1.59988093136099	0.808813535647013	0.999991084536226
HIS92_RS04350	369.485494595495	-0.356678226805178	0.494125052142113	3.08176732242111	0.544236304828175	0.999991084536226
HIS92_RS04355	141.467681166615	-0.658713122480376	0.783865352361759	1.22857255095053	0.873372302093527	0.999991084536226
HIS92_RS04360	83.439305157747	-0.532285314767508	0.780405484417772	0.715338382533901	0.949424002187797	0.999991084536226
HIS92_RS04370	47.9350619466716	-0.0622295507312085	0.767634109717738	0.545022000905249	0.968972655981407	0.999991084536226
HIS92_RS04380	187.151739413677	-0.238451282857032	0.771338615580975	0.391206571964005	0.983190496993149	0.999991084536226
HIS92_RS04385	160.685618215942	-0.577964822567401	0.715549067570656	0.97520561907416	0.913532032741893	0.999991084536226
HIS92_RS04390	187.134869026936	-0.625485660442706	0.821802898823004	0.651746125263656	0.957143544055129	0.999991084536226
HIS92_RS04395	241.81880264918	-0.441956955302121	0.772606739174869	0.618763534475363	0.960955982581142	0.999991084536226
HIS92_RS04400	510.278078813405	-0.788591565384112	0.61919981265155	3.39962425366537	0.49330386346402	0.999991084536226
HIS92_RS04405	73.1891647334982	0.163454077490181	0.598458372716913	1.09408198431908	0.895210025316282	0.999991084536226
HIS92_RS04415	8.14265124944581	-0.852421540709207	1.20240453481912	0.847476068108648	0.931972284091818	0.999991084536226
HIS92_RS04420	8.19995502983932	0.62430822185132	1.20300974863787	0.486383098559571	0.974812975653617	0.999991084536226
HIS92_RS04425	244.721876733632	0.449088122633547	0.429769268673479	2.67380252315454	0.613806555302065	0.999991084536226
HIS92_RS04430	7.99407582866776	-0.276357421409389	1.47747386924035	5.54926097853505	0.235433214731509	0.999991084536226
HIS92_RS04435	5.28783272957554	-0.874844596057988	1.2810252231658	1.1035290369486	0.893711881447373	0.999991084536226
HIS92_RS04440	4.25674590985848	1.0352890660762	1.97857997551781	0.896643213449011	0.925041910977817	0.999991084536226
HIS92_RS04445	6.43138029416544	0.418444604580632	1.17107752764168	3.14646277198028	0.533621267655418	0.999991084536226
HIS92_RS04450	457.742499819413	0.00591041417285103	0.45250189973975	0.416662564742637	0.981090098524541	0.999991084536226
HIS92_RS04455	3.13940701997453	0.337383532091666	1.97117342677942	1.02408615088309	0.906122013706633	0.999991084536226
HIS92_RS04480	14.4391641849799	-0.418222686754703	0.888556822889549	1.05639194661487	0.901127937900003	0.999991084536226
HIS92_RS04485	15.9581656904234	0.109100827549601	0.793710789571049	0.386320463399557	0.983581489735131	0.999991084536226
HIS92_RS04490	5.79140429267833	-0.375764578797493	1.22683989768634	1.15262414731809	0.885835434434403	0.999991084536226
HIS92_RS04495	20.1705336665021	0.0763178961570661	0.689952475143697	1.09883046796816	0.894457721025004	0.999991084536226
HIS92_RS04500	2.11515588164435	0.459941157733396	2.70082601246997	0.272512495825232	0.991518787434377	0.999991084536226
HIS92_RS04505	39.7398243879219	-0.0718910562333714	1.27421525407812	0.110386416097015	0.998531756628761	0.999991084536226
HIS92_RS04510	28.1164486494375	-1.73250935345324	1.56208293906998	2.80284337993865	0.59134199501298	0.999991084536226
HIS92_RS04515	53.1898581000189	-0.901471050936023	2.9446240572842	0.118577689232069	0.998310366088631	0.999991084536226
HIS92_RS04520	152.187164734072	-0.216527104001695	1.94452252342119	0.115372806042416	0.998398764364048	0.999991084536226
HIS92_RS04525	28.6777954584918	-0.127861727671147	0.773785944160496	0.183182245913599	0.996053064429513	0.999991084536226
HIS92_RS04530	731.050774235486	-0.0969480950428469	0.707889191602234	0.778657185771124	0.941286248921711	0.999991084536226
HIS92_RS04535	162.191797095685	0.291226197687952	0.581402627971665	3.07821063141969	0.544823421187159	0.999991084536226
HIS92_RS04545	1155.84458518676	0.436322547964409	0.520601186292216	2.33021221037671	0.675274006036528	0.999991084536226
HIS92_RS04550	1630.45223145064	0.0812857166348775	0.386549136024902	0.212252324024917	0.994751626211578	0.999991084536226
HIS92_RS04555	7.95138559663997	-0.212137415368912	1.89440272194592	0.534090414088467	0.970098539084173	0.999991084536226
HIS92_RS04560	76.8834789570795	0.957687523516512	0.482964279844528	8.2414006626521	0.083125055015435	0.999991084536226
HIS92_RS04565	741.893412337898	0.531422091148356	0.630382728363669	2.18306036704234	0.702131731952681	0.999991084536226
HIS92_RS04570	1272.01384681312	0.222253240796529	0.506926693802526	1.59052496269504	0.810494080836087	0.999991084536226
HIS92_RS04575	3941.13698732243	0.352335725283434	0.581628991279397	1.64243719889669	0.801145450482099	0.999991084536226
HIS92_RS04580	9.27890916714217	0.227924906225675	1.07909491949165	1.13567406060278	0.888571600752324	0.999991084536226
HIS92_RS04585	382.931798138574	0.326863638352162	0.464577682117897	0.627380162721437	0.959973068987861	0.999991084536226
HIS92_RS04590	719.804469871472	0.271014803842796	0.307359942292099	1.08742517163876	0.896262176932177	0.999991084536226
HIS92_RS04595	22051.8390118454	0.0190483010574805	0.566912546912592	0.791434078314978	0.939592743329601	0.999991084536226
HIS92_RS04605	2596.6142776215	0.112327783913708	0.631587688921817	0.391765310843823	0.98314553402557	0.999991084536226
HIS92_RS04610	1014.59672286783	0.182526682434773	0.624121318936781	0.345372431727981	0.986700048824923	0.999991084536226
HIS92_RS04615	2012.83606740081	0.0966631020100091	0.58930478103043	0.219198695730597	0.994415307133909	0.999991084536226
HIS92_RS04620	1403.25661196683	0.0981078819399469	0.586760604694052	0.681336839385779	0.95361036877579	0.999991084536226
HIS92_RS04630	30.4982448624248	0.296656372094413	0.698893651059054	2.81105427307224	0.58992605915347	0.999991084536226
HIS92_RS04635	289.918503096462	0.344133946179796	0.450795728757939	3.20029956547509	0.52488256316394	0.999991084536226
HIS92_RS04640	197.723148364569	0.450768414318523	0.719773866483562	1.61285340393707	0.806480140683297	0.999991084536226
HIS92_RS04645	324.854651162433	-0.637798097673418	0.367380329118701	8.5471119544784	0.0734719863328441	0.999991084536226
HIS92_RS04650	203.284817724464	-0.580463910588679	0.340197449035723	5.3011812403484	0.257766368717283	0.999991084536226
HIS92_RS04660	364.95226212833	-0.492121827878964	0.337411160951413	5.86557229018695	0.209414858069403	0.999991084536226
HIS92_RS04665	149.884286028675	-0.917932438155343	0.669032552813874	3.62787138535157	0.458703344162698	0.999991084536226
HIS92_RS04670	2160.24720866277	0.108326763931899	0.401906728891336	0.881482672355787	0.927202270422691	0.999991084536226
HIS92_RS04685	3211.00904704078	-0.126593382205658	0.260104964789612	0.372431013970754	0.984671187021649	0.999991084536226
HIS92_RS04690	2583.49855254127	0.0291298164828528	0.413542524249384	1.59904826241655	0.808963182531202	0.999991084536226
HIS92_RS04695	2974.5431201521	0.0114025293189051	0.475694501452862	0.858548581621562	0.930430902334148	0.999991084536226
HIS92_RS04700	3263.08838716398	-0.175984334481273	0.44071699221315	0.247368765838644	0.992953475011834	0.999991084536226
HIS92_RS04705	7.90346141238769	-0.379433440212268	1.54420602474996	0.512637865376632	0.972259077327627	0.999991084536226
HIS92_RS04710	265.497327594482	-0.571981375741459	0.476814531740688	2.01812399255672	0.732425205637346	0.999991084536226
HIS92_RS04720	3333.39175169973	-1.03920960932562	2.41672868286359	0.387488373689109	0.983488392260972	0.999991084536226
HIS92_RS04725	2.08921397335414	-1.25437421503316	2.86174167125745	4.07975086916011	0.395320324164757	0.999991084536226
